A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
10.2,0.47,6.1,3.36,19.0,0.15,0.55,0.031,0.9957,9.8,125.0,0
12.2,0.56,7.3,3.08,20.0,0.43,0.24,0.021,0.99,2.0,69.0,0
8.8,0.44,6.8,3.19,62.0,0.51,0.37,0.044,0.9976,11.8,163.0,1
10.0,0.41,6.8,3.18,87.0,0.12,0.27,0.04,0.992,1.3,168.0,1
11.4,0.39,8.2,3.09,30.0,0.42,0.28,0.031,0.9917,1.8,93.0,1
11.4,0.5,6.3,3.46,35.0,0.4,0.2,0.037,0.9917,1.5,107.0,0
9.4,0.44,5.9,3.35,52.0,0.27,0.26,0.048,0.9993,18.2,168.0,1
11.7,0.41,6.4,3.3,32.0,0.42,0.19,0.032,0.9908,2.9,83.0,0
11.4,0.5,6.3,3.46,35.0,0.4,0.2,0.037,0.9917,1.5,107.0,0
8.8,0.44,6.8,3.19,62.0,0.51,0.37,0.044,0.9976,11.8,163.0,1
9.2,0.52,6.1,3.23,22.0,0.07,0.35,0.069,0.9934,1.4,108.0,1
8.7,0.56,7.1,3.07,55.0,0.31,0.27,0.046,1.0,18.2,252.0,1
12.6,0.66,6.8,3.24,33.0,0.31,0.22,0.035,0.9918,6.3,170.0,0
10.0,0.41,6.8,3.18,87.0,0.12,0.27,0.04,0.992,1.3,168.0,1
9.4,0.51,6.9,3.17,13.0,0.24,0.49,0.049,0.9932,1.2,125.0,1
10.3,0.53,6.3,3.26,26.0,0.39,0.14,0.044,0.992,1.2,116.0,0
11.4,0.39,8.2,3.09,30.0,0.42,0.28,0.031,0.9917,1.8,93.0,1
9.0,0.47,7.2,2.97,42.0,0.39,0.25,0.038,0.9999,18.95,155.0,0
9.6,0.79,7.3,3.3,38.0,0.36,0.28,0.04,0.998,12.7,140.0,0
10.5,0.5,7.2,3.16,32.0,0.39,0.19,0.036,0.9918,1.2,85.0,1
10.5,0.5,7.2,3.16,32.0,0.39,0.19,0.036,0.9918,1.2,85.0,1
9.0,0.47,7.2,2.97,42.0,0.39,0.25,0.038,0.9999,18.95,155.0,0
9.6,0.79,7.3,3.3,38.0,0.36,0.28,0.04,0.998,12.7,140.0,0
9.8,0.33,7.4,3.19,27.0,0.27,0.21,0.041,0.9927,1.2,99.0,0
9.0,0.47,6.8,3.1,57.0,0.22,0.26,0.047,0.9959,7.7,210.0,1
9.8,0.33,7.4,3.19,27.0,0.27,0.21,0.041,0.9927,1.2,99.0,0
10.5,0.56,7.4,3.31,33.0,0.28,0.31,0.05,0.9929,1.6,137.0,0
10.4,0.54,7.0,3.25,37.0,0.28,0.21,0.045,0.9954,8.7,222.0,0
10.4,0.54,7.0,3.25,37.0,0.28,0.21,0.045,0.9954,8.6,221.0,0
10.4,0.54,7.0,3.25,37.0,0.28,0.21,0.045,0.9954,8.6,221.0,0
10.4,0.54,7.0,3.25,37.0,0.28,0.21,0.045,0.9954,8.7,222.0,0
10.4,0.54,7.0,3.25,37.0,0.28,0.21,0.045,0.9954,8.6,221.0,0
9.4,0.45,6.8,3.09,48.0,0.5,0.29,0.053,0.9974,13.3,194.0,1
9.1,0.46,7.8,3.06,20.0,0.27,0.21,0.051,0.9936,1.2,89.0,1
9.3,0.49,7.1,3.1,54.0,0.47,0.31,0.056,0.9978,13.6,197.0,1
9.4,0.45,6.8,3.09,48.0,0.5,0.29,0.053,0.9974,13.3,194.0,1
9.8,0.38,6.4,3.21,19.0,0.1,0.34,0.048,0.9927,1.1,84.0,1
9.8,0.6,6.1,3.27,23.0,0.32,0.28,0.042,0.9935,2.5,218.5,1
9.2,0.54,6.2,3.26,23.0,0.04,0.35,0.06,0.9934,1.2,108.0,1
10.4,0.69,6.1,3.3,25.0,0.2,0.38,0.033,0.9938,6.6,137.0,0
9.3,0.54,6.6,3.26,54.0,0.44,0.52,0.048,0.9975,12.2,245.0,0
11.0,0.33,6.9,3.2,40.0,0.36,0.24,0.031,0.9975,20.8,139.0,0
12.4,0.42,5.8,3.53,30.0,0.27,0.28,0.054,0.9914,2.6,156.0,1
9.8,0.53,6.5,3.44,24.0,0.24,0.41,0.048,0.9982,14.0,113.0,0
9.8,0.53,6.5,3.44,24.0,0.24,0.41,0.048,0.9982,14.0,113.0,0
9.1,0.54,7.2,3.03,21.0,0.2,0.6,0.07,0.9971,9.9,174.0,1
10.1,0.44,6.1,3.24,34.0,0.25,0.2,0.038,0.9921,1.2,128.0,1
9.8,0.53,6.4,3.44,24.0,0.24,0.41,0.048,0.9982,14.0,113.0,0
9.5,0.52,7.1,2.95,26.0,0.27,0.21,0.056,0.9956,8.6,111.0,1
9.8,0.72,6.0,3.29,31.0,0.32,0.37,0.053,0.9924,1.0,218.5,0
8.5,0.5,6.1,3.37,83.0,0.35,0.43,0.059,0.9971,9.1,249.0,1
9.5,0.52,7.1,2.95,26.0,0.27,0.21,0.056,0.9956,8.6,111.0,1
9.3,0.45,7.0,3.22,40.0,0.29,0.25,0.047,0.9982,15.2,171.0,1
9.5,0.38,5.9,3.35,50.0,0.19,0.25,0.047,0.9973,12.4,162.0,1
9.4,0.39,6.8,3.17,15.0,0.21,0.32,0.044,0.9932,2.2,68.0,0
8.7,0.5,7.2,3.16,66.0,0.62,0.39,0.047,0.9976,11.0,178.0,1
8.9,0.46,6.3,2.95,34.0,0.58,0.21,0.081,0.9962,10.0,126.0,1
9.4,0.43,7.0,3.22,54.0,0.32,0.14,0.039,0.9956,9.0,141.0,0
9.4,0.39,6.8,3.17,15.0,0.21,0.32,0.044,0.9932,2.2,68.0,0
8.7,0.5,7.2,3.16,66.0,0.62,0.39,0.047,0.9976,11.0,178.0,1
9.6,0.52,7.2,3.09,59.0,0.53,0.29,0.047,0.9992,18.15,182.0,1
9.3,0.73,8.6,3.0,21.0,0.7,0.37,0.039,0.9983,12.15,158.0,0
10.0,0.76,6.5,3.14,34.0,0.34,0.38,0.036,0.9937,3.4,200.0,1
12.5,0.45,6.6,3.25,19.0,0.29,0.24,0.023,0.99,2.0,86.0,0
9.4,0.36,5.5,3.24,30.0,0.22,0.16,0.03,0.9938,4.5,102.0,0
9.5,0.61,7.0,3.03,55.0,0.51,0.24,0.029,0.9965,11.0,227.0,1
10.5,0.55,7.0,3.11,29.0,0.28,0.22,0.037,0.9927,1.5,115.0,0
9.2,0.58,7.1,2.97,21.0,0.13,0.55,0.073,0.994,1.7,165.0,0
10.4,0.56,6.3,3.32,67.0,0.33,0.22,0.041,0.9928,1.7,164.0,0
9.2,0.6,6.7,3.22,31.0,0.34,0.47,0.043,0.9964,8.9,172.0,1
10.6,0.51,5.9,3.33,45.0,0.41,0.36,0.047,0.9917,1.3,104.0,0
9.5,0.42,5.8,3.34,41.0,0.24,0.25,0.044,0.9972,13.3,137.0,1
9.2,0.6,6.7,3.22,31.0,0.34,0.47,0.043,0.9964,8.9,172.0,1
9.6,0.58,6.2,3.29,79.0,0.3,0.37,0.346,0.9954,6.6,200.0,1
9.7,0.54,6.2,3.47,36.0,0.38,0.18,0.028,0.993,1.5,117.0,0
9.7,0.51,6.0,3.46,43.0,0.37,0.16,0.025,0.9928,1.5,117.0,0
10.7,0.42,6.6,3.1,32.0,0.28,0.34,0.035,0.9916,1.3,90.0,0
10.5,0.68,7.4,3.34,53.0,0.29,0.29,0.045,0.9936,1.6,180.0,0
8.9,0.45,7.4,3.13,52.0,0.31,0.26,0.047,0.9962,7.6,177.0,0
12.1,0.46,7.0,3.09,8.0,0.36,0.28,0.035,0.9899,1.0,70.0,0
9.9,0.46,7.8,3.18,42.0,0.26,0.19,0.039,0.996,8.9,182.0,0
11.4,0.64,6.3,3.2,28.0,0.28,0.19,0.022,0.9907,1.8,158.0,0
10.7,0.58,6.8,3.37,27.0,0.38,0.2,0.04,0.994,4.7,103.0,0
12.5,0.48,5.7,3.33,28.0,0.13,0.44,0.025,0.9913,7.0,173.0,0
12.5,0.54,6.8,3.29,43.0,0.32,0.23,0.026,0.9904,1.6,147.0,0
10.0,0.66,5.7,3.27,13.0,0.34,0.335,0.04,0.992,1.0,174.0,1
9.5,0.49,7.2,3.08,54.0,0.54,0.28,0.045,0.999,16.7,200.0,0
9.6,0.48,6.8,3.12,51.0,0.58,0.19,0.038,0.9975,14.2,164.0,0
9.9,0.62,6.4,3.2,8.0,0.3,0.3,0.038,0.9937,2.25,210.0,0
9.9,0.62,6.5,3.19,8.0,0.29,0.3,0.037,0.9937,2.25,210.0,1
8.9,0.53,7.8,3.06,46.0,0.31,0.18,0.053,0.998,12.2,140.0,0
8.9,0.53,7.8,3.06,46.0,0.31,0.18,0.053,0.998,12.2,140.0,0
8.8,0.52,7.3,3.01,7.0,0.26,0.51,0.09,0.9944,3.3,135.0,1
12.0,0.44,5.9,3.44,55.0,0.28,0.62,0.039,0.9907,3.5,152.0,0
10.0,0.42,6.7,3.21,62.0,0.12,0.27,0.041,0.9921,1.3,138.0,0
12.1,0.41,7.8,3.11,8.0,0.35,0.34,0.042,0.9908,1.8,167.0,0
11.0,0.59,7.3,3.16,31.0,0.36,0.26,0.04,0.9931,5.2,141.0,0
11.2,0.33,7.4,3.21,27.0,0.33,0.36,0.025,0.9915,1.4,55.0,0
10.4,0.47,6.1,3.37,28.0,0.26,0.31,0.051,0.9926,2.2,167.0,0
9.1,0.45,6.8,3.08,47.0,0.37,0.18,0.055,0.9934,1.6,154.0,1
10.4,0.6,7.4,3.0,49.0,0.42,0.15,0.045,0.992,1.7,154.0,0
10.8,0.64,5.9,3.43,20.0,0.28,0.13,0.05,0.9918,1.9,78.0,0
11.7,0.4,7.2,3.19,7.0,0.34,0.34,0.048,0.9942,12.6,41.0,1
9.8,0.74,7.9,3.05,8.0,0.26,0.19,0.039,0.9942,2.1,143.0,1
9.8,0.74,7.9,3.05,8.0,0.26,0.19,0.039,0.9942,2.1,143.0,1
11.4,0.39,6.9,3.03,22.0,0.4,0.25,0.038,0.9901,1.3,101.0,0
11.2,0.38,5.8,3.03,22.0,0.32,0.36,0.033,0.9898,1.7,96.0,0
11.4,0.34,5.6,3.37,6.0,0.37,0.35,0.038,0.9902,1.0,72.0,1
9.2,0.45,5.9,3.09,24.0,0.39,0.32,0.114,0.9934,3.3,140.0,0
12.6,0.44,6.1,3.36,32.0,0.22,0.28,0.034,0.9898,1.8,116.0,0
12.2,0.35,5.2,3.44,24.0,0.02,0.36,0.031,0.9896,1.6,104.0,0
11.2,0.45,5.6,3.56,19.0,0.47,0.19,0.03,0.9922,4.5,112.0,0
9.7,0.79,6.4,3.43,31.0,0.35,0.1,0.048,0.9947,4.9,103.0,0
9.3,0.4,6.4,3.06,64.0,0.48,0.18,0.186,0.9945,4.0,150.0,1
9.0,0.48,7.4,3.01,53.0,0.36,0.25,0.067,0.9976,13.2,178.0,0
9.0,0.48,7.4,3.01,53.0,0.36,0.25,0.067,0.9976,13.2,178.0,0
9.0,0.48,7.4,3.01,53.0,0.36,0.25,0.067,0.9976,13.2,178.0,0
9.1,0.51,7.9,3.09,54.0,0.51,0.345,0.047,0.9987,15.3,171.0,1
9.1,0.51,7.9,3.09,54.0,0.51,0.345,0.047,0.9987,15.3,171.0,1
9.0,0.48,7.4,3.01,53.0,0.36,0.25,0.067,0.9976,13.2,178.0,0
10.4,0.54,6.1,3.31,22.0,0.3,0.24,0.045,0.992,1.5,61.0,1
9.5,0.67,6.8,3.37,41.0,0.24,0.25,0.053,0.9955,4.55,211.0,0
8.7,0.42,7.2,3.16,76.0,0.65,0.46,0.05,0.9976,10.4,192.0,1
9.9,0.68,5.5,3.34,14.0,0.35,0.35,0.045,0.992,1.1,167.0,0
9.9,0.62,6.7,3.22,29.0,0.41,0.24,0.036,0.9952,8.7,148.0,0
9.0,0.51,6.8,3.21,49.0,0.17,0.28,0.047,0.9983,13.9,162.0,0
10.0,0.58,6.4,3.49,41.0,0.22,0.16,0.04,0.9933,1.4,149.0,0
9.7,0.64,6.3,3.49,38.0,0.24,0.26,0.039,0.9958,7.2,172.0,0
11.8,0.49,7.7,3.3,10.0,0.42,0.22,0.052,0.9922,1.9,87.0,0
8.7,0.42,7.2,3.16,76.0,0.65,0.46,0.05,0.9976,10.4,192.0,1
9.4,0.65,8.4,2.98,22.0,0.71,0.35,0.046,0.9982,12.2,160.0,1
10.4,0.5,6.1,3.32,16.0,0.24,0.41,0.049,0.993,1.6,137.0,0
9.5,0.39,5.9,3.25,53.0,0.24,0.21,0.044,0.9969,12.1,165.0,1
12.3,0.76,7.2,3.01,51.0,0.44,0.34,0.047,0.991,4.2,144.0,0
10.1,0.48,5.9,3.24,39.0,0.1,0.37,0.057,0.9924,1.6,128.0,1
9.2,0.63,7.7,3.09,39.0,0.27,0.34,0.063,0.9969,8.8,184.0,0
9.1,0.42,6.8,3.2,38.0,0.3,0.51,0.066,0.9945,4.2,165.0,1
10.0,0.47,7.8,3.12,28.0,0.38,0.22,0.059,0.9967,10.3,99.0,0
11.5,0.39,7.2,3.13,6.0,0.34,0.35,0.051,0.9944,12.4,37.0,0
9.8,0.61,6.0,3.08,59.0,0.5,0.26,0.048,0.9928,2.2,153.0,1
9.8,0.6,6.1,3.08,61.0,0.51,0.26,0.05,0.9929,2.2,154.0,0
9.4,0.69,6.5,3.19,44.0,0.27,0.28,0.04,0.9948,5.2,179.0,0
8.7,0.46,7.4,3.05,77.0,0.66,0.41,0.051,0.9976,10.8,194.0,1
8.8,0.56,6.7,3.04,44.0,0.54,0.34,0.047,0.9987,16.3,181.0,1
10.2,0.5,8.2,3.13,47.0,0.3,0.22,0.047,0.9933,1.8,185.0,0
10.2,0.5,8.2,3.13,47.0,0.29,0.23,0.047,0.9933,1.8,187.0,0
8.7,0.46,7.4,3.05,77.0,0.66,0.41,0.051,0.9976,10.8,194.0,1
9.4,0.39,5.7,3.35,25.0,0.22,0.18,0.042,0.994,4.2,111.0,1
10.1,0.35,7.3,3.13,44.0,0.22,0.3,0.056,0.9947,6.4,168.0,0
9.7,0.36,7.4,2.86,26.0,0.22,0.24,0.042,0.9954,10.7,81.0,0
9.7,0.36,7.4,2.86,26.0,0.22,0.24,0.042,0.9954,10.7,81.0,0
8.9,0.48,7.4,3.13,38.0,0.3,0.26,0.049,0.9963,7.9,157.0,0
9.5,0.58,7.0,3.19,25.0,0.33,0.23,0.04,0.995,5.8,136.0,0
9.1,0.44,7.1,2.94,6.0,0.5,0.31,0.059,0.9983,14.5,148.0,1
10.9,0.49,7.3,3.32,48.0,0.37,0.2,0.037,0.992,1.2,119.0,0
9.4,0.52,6.9,3.2,28.0,0.33,0.41,0.043,0.9968,10.1,152.0,1
10.8,0.28,6.4,2.97,10.0,0.07,0.45,0.03,0.9905,1.1,131.0,1
10.8,0.29,6.4,2.97,9.0,0.06,0.475,0.03,0.9904,1.0,131.0,1
9.4,0.52,6.9,3.2,28.0,0.33,0.41,0.043,0.9968,10.1,152.0,1
10.8,0.44,7.0,3.17,26.0,0.37,0.29,0.034,0.9928,4.9,127.0,0
9.4,0.54,6.7,3.11,36.0,0.35,0.3,0.18,0.9937,1.4,160.0,0
10.8,0.38,7.2,2.88,31.0,0.4,0.24,0.045,0.9914,1.4,106.0,0
10.8,0.28,6.4,2.97,10.0,0.07,0.45,0.03,0.9905,1.1,131.0,1
10.8,0.29,6.4,2.97,9.0,0.06,0.475,0.03,0.9904,1.0,131.0,1
9.8,0.61,6.3,2.99,34.0,0.49,0.26,0.052,0.9924,1.5,134.0,0
9.8,0.61,6.3,2.99,34.0,0.49,0.26,0.052,0.9924,1.5,134.0,0
9.6,0.38,7.3,3.43,38.0,0.29,0.25,0.049,0.9965,7.5,158.0,1
9.6,0.38,7.3,3.43,38.0,0.29,0.25,0.049,0.9965,7.5,158.0,1
9.5,0.48,6.1,3.34,48.0,0.25,0.28,0.044,0.9993,17.75,161.0,1
10.7,0.69,7.4,3.48,12.0,0.35,0.37,0.061,0.9965,5.7,94.0,0
11.1,0.39,7.4,3.09,9.0,0.4,0.24,0.032,0.992,4.3,95.0,0
8.8,0.38,7.5,2.99,37.0,0.68,0.23,0.047,0.9978,11.0,133.0,1
8.7,0.36,7.5,3.0,38.0,0.68,0.21,0.045,0.9978,10.9,133.0,1
8.7,0.36,7.5,3.0,38.0,0.68,0.21,0.045,0.9978,10.9,133.0,1
8.8,0.38,7.5,2.99,37.0,0.68,0.23,0.047,0.9978,11.0,133.0,1
10.9,0.5,7.8,3.23,52.0,0.27,0.26,0.051,0.9928,1.9,195.0,0
10.8,0.5,7.7,3.23,52.0,0.27,0.24,0.051,0.9928,1.8,190.0,0
9.6,0.5,7.4,3.12,33.0,0.3,0.19,0.057,0.993,1.4,135.0,0
9.0,0.58,6.5,3.18,59.0,0.41,0.46,0.084,0.9993,16.8,222.0,1
9.0,0.5,6.5,2.85,50.0,0.43,0.26,0.083,0.9965,8.9,171.0,1
10.4,0.6,5.3,3.36,22.0,0.12,0.32,0.043,0.9937,6.6,141.0,0
11.4,0.51,7.2,3.23,3.0,0.34,0.24,0.045,0.9913,1.1,64.0,1
9.3,0.55,6.0,3.26,27.0,0.06,0.36,0.066,0.9934,1.4,128.0,1
9.4,0.62,7.0,3.23,31.0,0.24,0.32,0.048,0.9957,6.2,228.0,0
9.4,0.62,7.0,3.23,31.0,0.24,0.32,0.048,0.9957,6.2,228.0,0
10.5,0.6,5.8,3.18,23.0,0.33,0.31,0.036,0.9916,1.2,99.0,0
8.8,0.42,7.0,3.22,35.0,0.42,0.23,0.05,0.9999,18.05,144.0,1
8.8,0.42,7.0,3.22,35.0,0.42,0.23,0.05,0.9999,18.05,144.0,1
10.7,0.64,6.9,3.26,16.0,0.33,0.24,0.04,0.9936,4.8,131.0,0
9.5,0.42,6.0,3.33,45.0,0.2,0.29,0.045,0.9972,12.6,187.0,1
10.9,0.49,6.1,3.43,46.0,0.28,0.17,0.033,0.9933,4.5,150.0,0
10.8,0.51,5.9,3.49,34.0,0.25,0.14,0.027,0.9934,4.5,140.0,0
9.2,0.62,7.4,3.1,25.0,0.25,0.28,0.053,0.9976,11.9,148.0,1
10.3,0.71,5.6,3.3,48.0,0.14,0.35,0.046,0.9937,5.0,198.0,1
10.3,0.71,5.8,3.3,49.0,0.14,0.335,0.046,0.9937,5.8,197.0,1
10.4,0.5,6.3,3.36,68.0,0.33,0.21,0.046,0.9971,13.9,179.0,0
9.5,0.45,6.4,3.31,34.0,0.28,0.24,0.05,0.9969,11.5,163.0,1
9.5,0.45,6.4,3.31,32.0,0.29,0.24,0.051,0.9968,11.4,166.0,1
9.0,0.41,6.3,3.24,44.0,0.25,0.26,0.058,0.9961,7.8,166.0,1
9.0,0.37,7.4,3.16,57.0,0.34,0.105,0.05,0.9973,12.2,146.0,0
10.0,0.72,6.0,3.16,34.0,0.12,0.32,0.041,0.9944,5.9,190.0,1
9.5,0.45,5.9,3.34,34.0,0.26,0.24,0.053,0.9972,12.3,134.0,0
12.2,0.42,7.7,3.11,30.0,0.35,0.27,0.03,0.992,5.3,117.0,0
11.3,0.4,9.0,3.04,27.0,0.35,0.27,0.028,0.9932,4.9,95.0,0
10.2,0.44,7.3,3.25,14.0,0.21,0.34,0.05,0.9936,3.2,136.0,1
11.3,0.4,6.6,3.24,41.0,0.25,0.27,0.052,0.9915,3.1,188.0,1
9.4,0.38,7.1,3.15,12.0,0.26,0.28,0.049,0.9934,1.9,86.0,1
9.4,0.38,7.1,3.15,12.0,0.26,0.28,0.049,0.9934,1.9,86.0,1
9.6,0.52,7.1,3.35,49.0,0.38,0.17,0.052,0.9958,7.4,182.0,0
9.5,0.48,7.8,3.28,24.0,0.22,0.28,0.056,0.9944,1.4,130.0,1
12.5,0.72,6.8,3.35,38.0,0.37,0.22,0.036,0.9908,1.7,195.0,0
9.6,0.52,7.1,3.35,49.0,0.38,0.17,0.052,0.9958,7.4,182.0,0
10.0,0.46,6.1,3.35,37.0,0.25,0.14,0.047,0.9925,1.3,173.0,0
9.3,0.57,6.4,3.18,60.0,0.5,0.24,0.047,0.9966,11.6,211.0,1
9.3,0.55,7.8,3.14,34.0,0.26,0.42,0.058,0.9972,9.2,199.0,0
11.6,0.57,6.6,3.29,22.0,0.36,0.28,0.038,0.9912,1.7,101.0,0
10.6,0.63,6.7,3.36,18.0,0.3,0.31,0.038,0.9928,2.1,130.0,0
9.4,0.6,6.4,3.08,57.0,0.5,0.32,0.047,0.9968,10.7,206.0,1
9.1,0.4,6.1,3.19,44.0,0.25,0.28,0.056,0.9955,6.9,201.0,0
9.0,0.41,5.9,3.23,48.0,0.25,0.29,0.057,0.9981,12.0,224.0,0
10.0,0.39,6.7,3.17,64.0,0.14,0.28,0.043,0.992,1.4,159.0,1
9.7,0.47,6.8,3.06,12.0,0.69,0.34,0.058,0.9931,1.3,171.0,1
9.5,0.44,5.9,3.24,30.0,0.25,0.25,0.052,0.997,11.3,165.0,0
9.4,0.48,6.4,3.12,61.0,0.32,0.27,0.24,0.9948,4.5,174.0,1
11.2,0.42,8.1,3.03,50.0,0.31,0.46,0.052,0.9923,1.7,183.0,1
9.0,0.46,6.2,3.25,54.0,0.26,0.36,0.051,0.9976,13.2,201.0,1
9.1,0.5,7.2,3.14,61.0,0.3,0.28,0.044,0.9972,10.7,222.0,0
9.9,0.62,6.1,3.17,36.0,0.16,0.36,0.037,0.9944,6.4,198.0,0
9.8,0.62,6.0,3.17,36.0,0.16,0.36,0.036,0.9942,6.3,191.0,1
9.8,0.63,5.9,3.17,34.0,0.14,0.37,0.036,0.9944,6.3,185.0,1
9.5,0.66,7.6,3.16,51.0,0.58,0.29,0.041,0.9997,17.5,225.0,0
9.5,0.46,6.3,3.23,49.0,0.28,0.34,0.047,0.9977,14.7,198.0,1
11.1,0.57,6.7,3.23,22.0,0.34,0.19,0.022,0.9912,1.0,94.0,0
9.5,0.6,7.5,3.06,62.0,0.51,0.31,0.039,0.9982,14.8,204.0,1
9.5,0.6,7.5,3.06,62.0,0.51,0.31,0.039,0.9982,14.8,204.0,1
9.4,0.59,7.4,3.06,62.0,0.48,0.31,0.042,0.9983,14.2,204.0,1
9.7,0.64,8.4,3.06,29.0,0.7,0.4,0.042,0.998,13.1,197.0,1
10.5,0.42,6.4,3.12,30.0,0.28,0.33,0.038,0.9917,1.1,110.0,0
12.6,0.5,5.6,3.42,18.0,0.26,0.25,0.037,0.9904,3.6,115.0,0
10.9,0.34,8.6,2.89,13.0,0.46,0.27,0.032,0.993,6.1,41.0,1
10.0,0.6,6.2,3.15,50.0,0.21,0.31,0.041,0.9941,6.3,218.0,1
11.2,0.62,7.2,3.13,57.0,0.45,0.18,0.046,0.9943,4.4,166.0,0
10.0,0.48,7.7,3.11,44.0,0.44,0.2,0.05,0.99855,13.9,130.0,0
9.2,0.46,6.2,3.14,13.0,0.21,0.47,0.044,0.99345,1.0,98.0,1
9.5,0.45,6.1,3.35,51.0,0.24,0.25,0.046,0.998,12.1,172.0,1
12.3,0.5,8.2,3.1,31.0,0.43,0.27,0.035,0.9916,1.6,128.0,0
12.3,0.5,8.2,3.1,31.0,0.43,0.27,0.035,0.9916,1.6,128.0,0
10.0,0.43,6.4,3.32,57.0,0.39,0.31,0.04,0.99475,7.5,213.0,1
10.8,0.5,6.0,3.41,39.0,0.26,0.39,0.038,0.99325,2.7,187.0,0
9.2,0.61,7.7,3.06,22.0,0.31,0.42,0.048,0.9969,9.2,221.0,0
9.1,0.5,7.0,2.96,34.0,0.41,0.27,0.042,1.0002,18.75,157.0,1
8.9,0.45,6.6,3.02,62.0,0.44,0.29,0.053,0.99685,9.0,178.0,1
10.4,0.52,6.0,3.5,15.0,0.44,0.3,0.046,0.99455,1.5,182.0,1
11.7,0.47,6.9,3.37,23.0,0.34,0.31,0.032,0.9917,1.6,128.0,0
10.2,0.46,6.4,3.15,35.0,0.21,0.39,0.041,0.99225,1.2,136.0,1
9.4,0.59,7.0,2.99,19.0,0.34,0.21,0.057,0.9954,8.0,101.0,1
10.5,0.47,6.4,3.35,42.0,0.31,0.16,0.043,0.99455,5.3,157.0,1
9.4,0.62,6.0,3.12,12.0,0.27,0.33,0.185,0.9924,0.8,188.0,1
10.4,0.56,6.5,3.35,25.0,0.33,0.23,0.042,0.99695,13.8,139.0,0
9.5,0.47,6.2,3.25,78.0,0.48,0.25,0.044,0.99655,10.0,240.0,0
9.1,0.5,6.6,3.02,40.0,0.3,0.25,0.052,0.998,14.4,183.0,0
9.2,0.61,6.9,3.28,28.0,0.25,0.38,0.04,0.9971,9.8,191.0,1
9.6,0.49,6.4,3.14,15.0,0.3,0.25,0.038,0.9948,5.5,129.0,0
9.1,0.5,6.6,3.02,40.0,0.3,0.25,0.052,0.998,14.4,183.0,0
9.2,0.61,6.9,3.28,28.0,0.25,0.38,0.04,0.9971,9.8,191.0,1
9.6,0.49,6.4,3.14,15.0,0.3,0.25,0.038,0.9948,5.5,129.0,0
11.0,0.55,5.8,3.44,21.0,0.3,0.2,0.031,0.99115,1.5,57.0,0
10.2,0.61,7.0,3.28,26.0,0.37,0.2,0.03,0.9932,2.0,136.0,0
9.4,0.43,5.9,3.33,38.0,0.25,0.26,0.034,0.9977,12.5,152.0,1
10.0,0.43,7.4,3.17,24.0,0.27,0.38,0.041,0.99535,7.5,160.0,1
12.2,0.55,7.4,3.26,34.0,1.66,0.2,0.022,0.99165,2.1,113.0,0
10.5,0.56,7.0,3.22,31.0,0.34,0.21,0.033,0.9953,8.5,253.0,0
11.5,0.32,7.2,3.04,56.0,0.4,0.29,0.024,0.9928,7.6,177.0,0
9.8,0.54,6.9,3.3,44.0,0.38,0.18,0.049,0.9958,8.1,176.0,0
11.4,0.32,7.3,3.04,51.0,0.42,0.3,0.025,0.9928,7.35,175.0,0
11.5,0.32,7.2,3.04,56.0,0.4,0.29,0.024,0.9928,7.6,177.0,0
10.2,0.55,6.9,3.15,78.0,0.5,0.2,0.036,0.9964,10.0,167.0,0
9.4,0.5,6.7,3.16,83.0,0.42,0.2,0.038,0.9987,14.0,160.0,0
10.5,0.56,7.0,3.22,31.0,0.34,0.21,0.033,0.9953,8.5,253.0,0
9.1,0.5,5.9,3.09,14.0,0.47,0.35,0.11,0.9932,2.2,138.0,1
9.5,0.43,5.8,3.42,45.0,0.28,0.25,0.056,0.99755,11.1,175.0,1
9.3,0.85,6.8,3.4,68.0,0.37,0.22,0.051,0.99935,15.2,178.0,0
9.8,0.54,6.9,3.3,44.0,0.38,0.18,0.049,0.9958,8.1,176.0,0
9.8,0.54,7.0,3.3,42.0,0.38,0.2,0.05,0.99585,8.1,173.0,0
8.7,0.56,6.8,3.0,55.0,0.49,0.24,0.057,1.00055,19.3,247.0,1
10.2,0.57,5.0,3.37,38.0,0.04,0.44,0.039,0.9985,18.6,128.0,0
9.5,0.69,6.3,3.22,36.0,0.28,0.3,0.042,0.99505,5.0,168.0,0
11.0,0.46,7.2,2.94,35.0,0.42,0.27,0.05,0.992,1.6,135.0,0
9.2,0.44,6.7,3.08,81.0,0.63,0.5,0.078,0.9988,13.4,238.0,1
10.9,0.6,6.8,3.21,7.0,0.36,0.2,0.028,0.99175,1.6,46.0,0
9.4,0.45,6.1,3.4,49.0,0.3,0.27,0.039,0.99985,16.7,172.0,1
12.1,0.58,6.4,3.24,29.0,0.48,0.225,0.115,0.9918,2.2,104.0,0
11.0,0.56,8.3,3.02,18.0,0.45,0.14,0.039,0.99215,1.5,98.0,0
9.0,0.53,7.2,3.12,47.0,0.19,0.23,0.052,0.99865,13.7,197.0,1
9.3,0.61,7.8,3.08,44.0,0.22,0.29,0.056,0.99715,9.5,213.0,0
9.0,0.53,7.2,3.12,47.0,0.19,0.23,0.052,0.99865,13.7,197.0,1
9.3,0.3,7.6,3.27,31.0,0.27,0.3,0.039,0.99815,10.6,119.0,0
